ROW,YEAR,species,CAPDATE,juldate,PERIOD,missing_data,BAND,sex,age,how_sexed,CAPSITE,ver_hab,USE_HAB,hematocrit,T,T_SQRT,T_Log,USE_T,CAPTIME,StdJulDep,Time2Dep,mass,fat,CAPBM,WING,tarsus,TAIL,BANDER,BLOOD_TIME,HEM,TOTAL,bs1,bs7,bs14,bs30,BR1,BR7,BR14,BR30
743,2009,NOWA,1/21/09,21,1,,231157010,M,SY,DNA,MII, ,,0.45,260.19,16.13,2.42,Y,815,NA,,14.8,2,1,71.5,21.68,54,CMT,4,27.9,61.44,0,0,0,,0,0,17.5,
767,2009,NOWA,1/26/09,26,1,,231157021,F,ASY,DNA,MI, ,,0.46,270.98,16.46,2.43,Y,720,NA,,15.5,0,1,70.5,21.22,48.5,CMT,8,31.43,69.07,7.6,7.6,7.6,,11,17.7,17.7,
744,2009,NOWA,1/21/09,21,1,,231157009,F,SY,DNA,MII, ,,0.47,284.39,16.86,2.45,Y,745,NA,,14.8,2,2,69,20.76,50,MAT,3,32.43,68.96,0,0,0,,0,0,17.5,
754,2009,NOWA,1/22/09,22,1,,183195573,M,ASY,DNA,MII, ,,0.46,294.78,17.17,2.47,Y,838,NA,,15.7,4,2,73,20.69,52,MAT,4,22.78,49.53,0,0,0,,0,0,7.1,
745,2009,NOWA,1/21/09,21,1,,231157012,F,AHY,DNA,MII, ,,0.41,301.45,17.36,2.48,Y,1225,NA,,15.7,3,2,67.5,20.37,49,MAT,7,24.51,60.23,0,0,0,,0,0,17.5,
755,2009,NOWA,1/22/09,22,1,,231157016,M,SY,DNA,MII, ,,0.46,343.43,18.53,2.54,Y,1055,NA,,16,4,2,71,20.57,50,MAT,5,30.32,65.35,0,0,0,,0,0,7.1,
768,2009,NOWA,1/26/09,26,1,,231157020,F,AHY,DNA,MI, ,,0.45,390.62,19.76,2.59,Y,720,NA,,16.3,2,2,73,21.1,50.5,CMT,4,31.09,69.47,7.6,7.6,7.6,,11,17.7,17.7,
785,2009,NOWA,1/27/09,27,1,,231157028,M,AHY,DNA,MI, ,,0.45,400.38,20.01,2.6,Y,800,NA,,17.8,2,2,74.5,20.96,55,MAT,4,29.1,64.9,0,7.6,7.6,,6.7,17.7,17.7,
769,2009,NOWA,1/26/09,26,1,,183195561,F,ASY,DNA,MI, ,,0.51,509.03,22.56,2.71,Y,720,NA,,16.6,2,1,71.5,20.66,51.5,MAT,4,34.39,67.73,7.6,7.6,7.6,,11,17.7,17.7,
1300,2010,NOWA,1/24/10,24,1,Y,231157027,F,ASY,DNA,MI, ,,0.35,,,, ,710,NA,,13.8,0,1,72,21.08,47.5,NWC,3,21.57,61.55,0,0,0,,0,0,0,
1250,2010,NOWA,1/19/10,19,1,Y,239169109,M,ASY,DNA,MII, ,,0.38,,,, ,950,NA,,15.6,4,1,73.5,20.2,51.5,MAT,2,24.49,63.67,0,0,0,,0,0,8.2,
756,2009,NOWA,1/22/09,22,1,Y,231157014,F,SY,DNA,MII, ,,0.41,,,, ,740,NA,,15.5,2,2,71,20.57,51.5,MAT,6,27.1,66.09,0,0,0,,0,0,7.1,
1228,2010,NOWA,1/17/10,17,1,Y,239169103,F,SY,M95,LII, ,,0.41,,,, ,1000,NA,,13.6,4,1,69,19.61,49,MAT,2,26.15,63.09,0,0,0,,0,0,8.2,
1301,2010,NOWA,1/24/10,24,1,Y,239169120,U,ASY,PLUM,MI, ,,0.41,,,, ,710,NA,,15.4,3,0,71,21.73,53,MAT,3,27.92,68.36,0,0,0,,0,0,0,
747,2009,NOWA,1/21/09,21,1,Y,231157011,M,SY,DNA,MII, ,,0.42,,,, ,830,NA,,16.9,2,1,74,22.88,54,CMT,8,25.73,61.19,0,0,0,,0,0,17.5,
787,2009,NOWA,1/27/09,27,1,Y,231157030,F,AHY,DNA,MI, ,,0.42,,,, ,850,NA,,17.2,3,2,73,21.18,52.5,MAT,7,27.52,65.37,0,7.6,7.6,,6.7,17.7,17.7,
1310,2010,NOWA,1/24/10,24,1,Y,239069125,U,SY,PLUM,MI, ,,0.42,,,, ,1030,NA,,15.9,1,2,73,21.83,50,NWC,4,27.42,64.79,0,0,0,,0,0,0,
1222,2010,NOWA,1/16/10,16,1,Y,239169102,M,ASY,DNA,MII, ,,0.42,,,, ,1100,NA,,18.3,4,2,73,22.6,52,MAT,6,29.14,68.67,0,0,0,,0,1.5,8.2,
789,2009,NOWA,1/27/09,27,1,,183195542,M,ASY,DNA,MI, ,,0.43,,,, ,935,NA,,18.4,4,2,77,22.61,50,CMT,2,28.27,65.37,0,7.6,7.6,,6.7,17.7,17.7,
1305,2010,NOWA,1/24/10,24,1,,231169123,U,ASY,PLUM,MI, ,,0.43,,,, ,750,NA,,15.3,3,1,70.5,21.23,50.5,MAT,3,28.82,67.09,0,0,0,,0,0,0,
1316,2010,NOWA,1/25/10,25,1,,239169127,F,ASY,M90,MI, ,,0.43,,,, ,710,NA,,14.2,0,1,70.5,21.67,49,NWC,3,20.09,46.49,0,0,0,,0,0,0,
771,2009,NOWA,1/26/09,26,1,,231157023,F,AHY,M95,MI, ,,0.44,,,, ,742,NA,,16.3,4,1,70,21.32,48,CMT,4,17.03,39.02,7.6,7.6,7.6,,11,17.7,17.7,
795,2009,NOWA,1/29/09,29,1,,231157032,U,SY,PLUM,LII, ,,0.44,,,, ,940,NA,,15.5,2,1,70,21.7,51,CMT,NA,28.87,64.99,0,7.6,7.6,,0,17.7,17.7,
1246,2010,NOWA,1/19/10,19,1,,183195558,M,ASY,M90,MII, ,,0.44,,,, ,830,NA,,16.5,4,2,74.5,21.4,51,MAT,5,18.25,41.94,0,0,0,,0,0,8.2,
1265,2010,NOWA,1/20/10,20,1,,231156956,F,ASY,M90,MII, ,,0.44,,,, ,830,NA,,18,4,1,70.5,22.07,49,MAT,4,11.57,26.31,0,0,0,,0,0,8.2,
1326,2010,NOWA,1/25/10,25,1,,231157021,F,ASY,DNA,MI, ,,0.44,,,, ,910,NA,,15.4,4,1,70.5,21.22,48.5,NWC,4,15.35,34.76,0,0,0,,0,0,0,
774,2009,NOWA,1/26/09,26,1,,183195540,M,ASY,DNA,MI, ,,0.45,,,, ,1150,NA,,17.4,2,1,74,21.3,52,MAT,4,26.58,59.55,7.6,7.6,7.6,,11,17.7,17.7,
746,2009,NOWA,1/21/09,21,1,,231157008,F,AHY,DNA,MII, ,,0.45,,,, ,740,NA,,16,2,2,72,21.07,51,MAT,5,31.08,69.25,0,0,0,,0,0,17.5,
772,2009,NOWA,1/26/09,26,1,,231157024,F,ASY,DNA,MI, ,,0.45,,,, ,748,NA,,15.5,2,2,73.5,21.47,52.5,MAT,5,28.62,62.94,7.6,7.6,7.6,,11,17.7,17.7,
1319,2010,NOWA,1/25/10,25,1,,231156981,U,ASY,PLUM,MI, ,,0.45,,,, ,830,NA,,17.9,4,2,71,20.55,53,MAT,3,26.02,58.05,0,0,0,,0,0,0,
1264,2010,NOWA,1/20/10,20,1,,239169114,M,ASY,M95,MII, ,,0.45,,,, ,830,NA,,16.7,5,1,82.5,21.6,50.5,NWC,3,16.75,37.61,0,0,0,,0,0,8.2,
1266,2010,NOWA,1/20/10,20,1,,239169115,F,SY,M95,MII, ,,0.45,,,, ,950,NA,,15.2,4,2,70,20.68,47,NWC,5,24.34,54.19,0,0,0,,0,0,8.2,
1294,2010,NOWA,1/23/10,23,1,,239169118,F,AHY,M95,LI, ,,0.45,,,, ,1120,NA,,13.4,0,1,64.5,21.37,47,MAT,3,26.99,60.09,0,0,0,,0,0,1.5,
773,2009,NOWA,1/26/09,26,1,,231157026,F,SY,M90,MI, ,,0.46,,,, ,955,NA,,16.9,4,2,70,20.77,50,MAT,5,27.88,60.17,7.6,7.6,7.6,,11,17.7,17.7,
796,2009,NOWA,1/29/09,29,1,,231157033,U,SY,PLUM,LII, ,,0.46,,,, ,1120,NA,,14.4,0,1,69,21.52,57,CMT,4,31.27,67.94,0,7.6,7.6,,0,17.7,17.7,
1218,2010,NOWA,1/16/10,16,1,,231156943,M,ASY,DNA,MII, ,,0.46,,,, ,800,NA,,16.3,4,2,72.5,21.65,51.5,MAT,9,30.7,67.15,0,0,0,,0,1.5,8.2,
1248,2010,NOWA,1/19/10,19,1,,239169108,F,SY,M95,MII, ,,0.46,,,, ,910,NA,,14.5,3,2,69,21.74,50,MAT,3,30.8,67.31,0,0,0,,0,0,8.2,
1275,2010,NOWA,1/22/10,22,1,,239169116,M,ASY,DNA,LI, ,,0.46,,,, ,720,NA,,15.1,2,1,74,21.03,52,MAT,3,32.71,70.53,0,0,0,,0,0,8.2,
786,2009,NOWA,1/27/09,27,1,,231157029,F,AHY,M95,MI, ,,0.47,,,, ,830,NA,,14.1,0,1,68,20.59,47,CMT,6,32.2,68.61,0,7.6,7.6,,6.7,17.7,17.7,
1260,2010,NOWA,1/20/10,20,1,,239169112,F,SY,M95,MII, ,,0.47,,,, ,750,NA,,15.4,4,1,68,20.05,52,MAT,2,32.01,67.64,0,0,0,,0,0,8.2,
1261,2010,NOWA,1/20/10,20,1,,239169113,F,SY,M95,MII, ,,0.47,,,, ,750,NA,,15.1,2,1,68,20.8,48.5,MAT,2,32.2,68.81,0,0,0,,0,0,8.2,
757,2009,NOWA,1/22/09,22,1,,231157015,F,SY,DNA,MII, ,,0.48,,,, ,800,NA,,15.6,2,2,70.5,21.37,48.5,MAT,5,33.93,70.62,0,0,0,,0,0,7.1,
1219,2010,NOWA,1/16/10,16,1,,239169101,F,SY,M95,MII, ,,0.48,,,, ,840,NA,,16.9,4,2,69,21.52,48.5,JAR,5,32.61,67.43,0,0,0,,0,1.5,8.2,
1247,2010,NOWA,1/19/10,19,1,,239169106,M,ASY,M95,MII, ,,0.48,,,, ,830,NA,,16.4,2,1,76,21.84,53,MAT,1,32.68,68.56,0,0,0,,0,0,8.2,
1314,2010,NOWA,1/24/10,24,1,,239169126,F,ASY,M95,MI, ,,0.48,,,, ,1150,NA,,16.1,4,1,69.5,22.17,48.5,MRH,5,32.08,66.24,0,0,0,,0,0,0,
770,2009,NOWA,1/26/09,26,1,,231157022,F,AHY,DNA,MI, ,,0.49,,,, ,720,NA,,16.9,2,2,72.5,21.83,52,MAT,4,32.02,65.76,7.6,7.6,7.6,,11,17.7,17.7,
1244,2010,NOWA,1/19/10,19,1,,239169107,M,ASY,DNA,MII, ,,0.5,,,, ,830,NA,,17.2,4,1,74,20.78,53,MAT,1,32.89,66.3,0,0,0,,0,0,8.2,
1304,2010,NOWA,1/24/10,24,1,,183195561,F,ASY,DNA,MI, ,,0.54,,,, ,750,NA,,17.5,3,1,71.5,20.66,51,MAT,3,36.8,68.44,0,0,0,,0,0,0,
916,2009,OVEN,2/28/09,59,1,,231157081,M,AHY,DNA,MII, ,,0.45,231.98,15.23,2.37,Y,710,NA,,17.5,2,1,73,22.72,52,CMT,6,24.47,54.15,43.2,101.6,101.6,114.3,0,0,0,0
954,2009,OVEN,3/12/09,71,2,,191167924,M,ASY,DNA,MII, ,,0.44,264.42,16.26,2.42,Y,1313,NA,,19.8,4,2,76.5,22.7,56,CMT,2,29.78,68.4,0,0,43.2,109.2,0,0,0,0
925,2009,OVEN,3/4/09,63,2,,231157085,M,AHY,DNA,URI, ,,0.45,364.57,19.09,2.56,Y,1048,NA,,18.1,2,2,74.5,22.73,55,NJD,4,25.13,56.36,0,43.2,101.6,114.3,0,0,0,0
926,2009,OVEN,3/4/09,63,2,,183195049,F,ASY,DNA,URI, ,,0.38,525.35,22.92,2.72,Y,815,NA,,19.5,2,1,73,21.58,52,MBG,7,18.74,48.91,0,43.2,101.6,114.3,0,0,0,0
913,2009,OVEN,2/26/09,57,1,Y,231157079,M,SY,DNA,LI, ,,0.4,,,, ,741,NA,,18.6,4,1,74,21.8,51.5,CMT,4,25.98,64.94,0,58.4,58.4,71.1,0,0,0,0
914,2009,OVEN,2/26/09,57,1,Y,231157080,F,ASY,M95,LI, ,,0.41,,,, ,1034,NA,,18.1,4,2,70,22.1,49,CMT,5,27.82,67.47,0,58.4,58.4,71.1,0,0,0,0
1450,2010,OVEN,2/8/10,39,1,,239169128,F,SY,M95,LI, ,,0.44,,,, ,800,NA,,18.6,4,2,70,21.39,50.5,MAT,2,29.14,66.89,0,5.1,5.1,5.1,2.2,2.2,2.2,3.7
2058,2010,OVEN,3/21/10,80,3,,183195550,M,ASY,DNA,LII, ,,0.43,,,, ,945,NA,,20.2,5,2,78,22.67,57,RST,2,29.76,69.59,0,0,0,30.5,0,0,0,4
1792,2010,OVEN,3/22/10,81,3,,183195574,F,ASY,DNA,LII, ,,0.43,,,, ,840,NA,,18.9,4,2,71,23.08,50,NWC,4,25.47,58.72,0,0,0,30.5,0,0,0,4
2045,2010,OVEN,3/20/10,79,3,,239169001,F,ASY,DNA,LP, ,,0.43,,,, ,645,NA,,18.9,4,2,73,22.4,53.5,RST,3,26,60.74,0,0,0,30.5,0,0,0,4
1713,2010,OVEN,3/17/10,76,3,,239169104,M,SY,DNA,LII, ,,0.43,,,, ,1120,NA,,19.3,1,1,72,22.41,51,MAT,3,29.11,67.37,0,0,0,30.5,0,0,0,4
1745,2010,OVEN,3/19/10,78,3,,231157074,F,ASY,DNA,LII, ,,0.44,,,, ,740,NA,,19.7,2,2,72.5,22.4,53,NWC,5,27.56,62.6,0,0,0,30.5,0,0,0,4
2047,2010,OVEN,3/20/10,79,3,,232191703,M,ASY,DNA,LP, ,,0.44,,,, ,803,NA,,20.5,6,3,76.5,22.11,51,JMG,4,23.62,53.3,0,0,0,30.5,0,0,0,4
1804,2010,OVEN,3/23/10,82,3,,239169149,U,SY,PLUM,LI, ,,0.44,,,, ,710,NA,,18,4,1,71.5,22.08,51,CMT,2,28.88,65.8,0,0,0,30.5,0,0,0,4
2050,2010,OVEN,3/20/10,79,3,,239169104,M,SY,DNA,LII, ,,0.46,,,, ,1100,NA,,18.8,1,1,72,22.41,51,RST,2,30.24,65.55,0,0,0,30.5,0,0,0,4
1824,2010,OVEN,3/24/10,83,3,,239169151,M,SY,M95,MI, ,,0.46,,,, ,710,NA,,16.6,1,1,76,22.42,53.5,CMT,4,31.33,68.59,0,0,0,30.5,0,0,0,4
1867,2010,OVEN,3/27/10,86,3,Y,183195052,M,ASY,DNA,MI, ,,0.39,,,, ,805,NA,,18.5,2,2,75.5,20.93,57,CMT,3,25.54,65.19,0,0,0,30.5,0.5,0.5,0.5,4.5
1897,2010,OVEN,3/28/10,87,3,Y,239168816,F,ASY,DNA,LI, ,,0.4,,,, ,1030,NA,,17.1,4,1,72,22.96,52,CMT,2,28.77,71.06,0,0,0,0,0,0.5,0.5,4.5
1869,2010,OVEN,3/27/10,86,3,Y,239168900,F,AHY,M95,LI, ,,0.4,,,, ,1015,NA,,17,3,1,68.5,23.06,49,CMT,2,23.31,57.79,0,0,0,30.5,0.5,0.5,0.5,4.5
1866,2010,OVEN,3/27/10,86,3,,183195556,M,ASY,DNA,LI, ,,0.43,,,, ,740,NA,,17.5,3,1,75,21.68,56,CMT,3,28.7,66.67,0,0,0,30.5,0.5,0.5,0.5,4.5
1853,2010,OVEN,3/26/10,85,3,,231156998,M,ASY,M90,LII, ,,0.44,,,, ,1220,NA,,20.6,4,2,75,22.82,54,MAT,3,29.3,66.65,0,0,0,30.5,0,0.5,0.5,4.5
1906,2010,OVEN,3/29/10,88,3,,231157004,M,ASY,DNA,LII, ,,0.44,,,, ,730,NA,,17.8,4,2,74.5,21.49,54,CMT,3,29.53,67.79,0,0,0,0,0,0.5,0.5,4.5
902,2009,OVEN,2/24/09,55,1,,231157077,F,AHY,DNA,LIAT, ,,0.46,4780.6,69.14,3.68,N,1147,NA,,17.6,4,2,69,21.61,51,CMT,2,28.4,61.83,0,58.4,66,71.1,0,0,0,6.7
903,2009,OVEN,2/24/09,55,1,,231157076,F,SY,M90,LIAT, ,,0.47,,,, ,1125,NA,,21.3,4,2,71.5,21.96,53.5,CMT,3,24.78,52.6,0,58.4,66,71.1,0,0,0,6.7
1001,2009,OVEN,3/19/09,78,3,,231157003,F,SY,DNA,LII, ,,0.41,99.77,9.99,2,Y,1255,NA,,18.1,4,1,74,22.61,54.5,MAT,8,26.16,64.16,0,0,0,101.6,0,8,8,8
977,2009,OVEN,3/16/09,75,3,,231157097,M,AHY,DNA,URI, ,,0.4,173.69,13.18,2.24,Y,820,NA,,20.1,4,1,75,22.17,52,CMT,3,21.16,53.32,0,0,0,101.6,0,8,8,8
1040,2009,OVEN,3/21/09,80,3,,231157002,F,SY,DNA,LP, ,,0.41,197.78,14.06,2.3,Y,999,NA,,17.5,4,2,70,22.5,50.5,CMT,5,20.48,50.4,0,0,0,101.6,0,0,8,8
1025,2009,OVEN,3/20/09,79,3,,231157081,M,SY,DNA,MII, ,,0.48,515.69,22.71,2.71,Y,717,NA,,18.1,4,1,73,22.72,52,CMT,5,30.48,63.86,0,0,0,101.6,0,8,8,8
1051,2009,OVEN,3/24/09,83,3,Y,231156972,U,SY,PLUM,LI, ,,0.41,,,, ,1142,NA,,17.6,3,1,71,22.48,50.5,MAT,3,23.57,56.87,0,17.8,17.8,119.4,0,0,8,8
1050,2009,OVEN,3/24/09,83,3,Y,231156966,F,AHY,DNA,LI, ,,0.42,,,, ,740,NA,,21.2,4,1,74,22.96,54.5,MAT,2,27.66,66.46,0,17.8,17.8,119.4,0,0,8,8
1041,2009,OVEN,3/21/09,80,3,,231156961,F,AHY,M95,MII, ,,0.44,,,, ,1004,NA,,18,4,2,69.5,22.48,48.5,CMT,4,30.13,68.89,0,0,0,101.6,0,0,8,8
1042,2009,OVEN,3/21/09,80,3,,231156964,F,SY,M95,LII, ,,0.45,,,, ,1017,NA,,18.8,4,2,70,21.78,51,MAT,3,30.24,67.85,0,0,0,101.6,0,0,8,8
1368,2010,OVEN,1/31/10,31,1,,191167944,M,ASY,DNA,LII, ,,0.45,,,, ,1130,NA,,19.5,4,1,74.5,22.02,53.5,MAT,2,32.33,71.53,0,0,0,0,0,0,0,8.2
1444,2010,OVEN,2/7/10,38,1,Y,231156961,F,ASY,M95,MM, ,,0.39,,,, ,935,NA,,19.3,5,2,71,22.48,49,NWC,4,23.95,62.19,0,5.1,5.1,5.1,0,2.2,2.2,10.4
1119,2009,OVEN,4/2/09,92,3,,231157074,F,ASY,DNA,LII, ,,0.42,112.78,10.62,2.05,Y,1210,NA,,19.4,4,2,72.5,22.4,53,CMT,5,28.41,67.17,0,0,17.8,17.8,0,0,5.5,13.5
1130,2009,OVEN,4/3/09,93,3,,232191903,M,ASY,DNA,LII, ,,0.43,137.99,11.75,2.14,Y,714,NA,,21,4,2,77,22.73,54,CMT,4,28.47,65.51,0,0,17.8,17.8,0,0,5.5,13.5
1090,2009,OVEN,3/26/09,85,3,,231157025,F,AHY,DNA,MI, ,,0.44,144.92,12.04,2.16,Y,722,NA,,17.5,2,2,70,21.82,52,MAT,3,28.92,65.86,0,17.8,17.8,61,5.5,5.5,13.5,13.5
1103,2009,OVEN,3/28/09,87,3,,231156968,F,SY,DNA,LP, ,,0.42,148.48,12.19,2.17,Y,846,NA,,19,3,2,68,22.44,51,CMT,4,28.83,67.96,0,17.8,17.8,61,0,5.5,5.5,13.5
1135,2009,OVEN,4/4/09,94,3,,232191904,M,AHY,DNA,LII, ,,0.42,172.37,13.13,2.24,Y,718,NA,,22.5,5,2,76,21.5,54,CMT,2,28.01,66.22,0,0,17.8,17.8,0,0,5.5,13.5
1147,2009,OVEN,4/6/09,96,3,,232191906,M,SY,DNA,MM, ,,0.48,179.82,13.41,2.25,Y,645,NA,,21.9,4,1,72.5,22.12,52,CMT,2,32.81,67.85,0,0,17.8,17.8,0,0,5.5,13.5
1120,2009,OVEN,4/2/09,92,3,,232191902,F,SY,DNA,LII, ,,0.41,182.68,13.52,2.26,Y,730,NA,,18.2,1,1,71.5,21.4,53,CMT,7,27.87,67.92,0,0,17.8,17.8,0,0,5.5,13.5
1095,2009,OVEN,3/27/09,86,3,,231157059,M,SY,DNA,LP, ,,0.38,224.61,14.99,2.35,Y,810,NA,,20.2,3,3,73.5,23.36,52.5,JBS,6,16.87,44.66,0,17.8,17.8,61,0,5.5,13.5,13.5
1136,2009,OVEN,4/4/09,94,3,,232191905,M,SY,DNA,LII, ,,0.41,286.26,16.92,2.46,Y,845,NA,,19.9,4,1,75,22.24,52,CMT,2,27.54,66.72,0,0,17.8,17.8,0,0,5.5,13.5
1104,2009,OVEN,3/28/09,87,3,,231156970,M,ASY,DNA,LP, ,,0.46,355.74,18.86,2.55,Y,1002,NA,,21.3,5,1,73,22.05,54,CMT,2,30.17,65.74,0,17.8,17.8,61,0,5.5,5.5,13.5
1137,2009,OVEN,4/4/09,94,3,,231157061,F,AHY,DNA,LII, ,,0.47,366.41,19.14,2.56,Y,658,NA,,,4,1,74.5,21.1,55,CMT,3,31.26,66.77,0,0,17.8,17.8,0,0,5.5,13.5
1096,2009,OVEN,3/27/09,86,3,,232191703,M,AHY,DNA,LP, ,,0.41,429.01,20.71,2.63,Y,800,NA,,20.4,4,1,75,22.11,53.5,CMT,5,23.43,57.06,0,17.8,17.8,61,0,5.5,13.5,13.5
1138,2009,OVEN,4/4/09,94,3,,191167991,M,ASY,DNA,LII, ,,0.43,434.86,20.85,2.64,Y,958,NA,,21.6,5,1,73,22.19,52,CMT,7,29.57,68.71,0,0,17.8,17.8,0,0,5.5,13.5
1131,2009,OVEN,4/3/09,93,3,,231157005,M,SY,DNA,LII, ,,0.39,531.7,23.06,2.73,Y,1216,NA,,19.4,4,2,72,22.04,53.5,SDW,NA,22.52,57.27,0,0,17.8,17.8,0,0,5.5,13.5
1132,2009,OVEN,4/3/09,93,3,,183195568,F,ASY,DNA,LII, ,,0.46,863.14,29.38,2.94,Y,800,NA,,17.9,3,2,71.5,21.84,52,CMT,5,26.04,56.88,0,0,17.8,17.8,0,0,5.5,13.5
1097,2009,OVEN,3/27/09,86,3,Y,232191718,M,ASY,DNA,LP, ,,0.4,,,, ,950,NA,,19.8,4,2,73,20.56,54,SDW,3,19.73,49.31,0,17.8,17.8,61,0,5.5,13.5,13.5
1105,2009,OVEN,3/28/09,87,3,Y,231156969,F,ASY,M95,LP, ,,0.41,,,, ,925,NA,,17.9,4,2,68.5,22.21,50.5,CMT,2,26.72,64.42,0,17.8,17.8,61,0,5.5,5.5,13.5
1975,2010,OVEN,4/6/10,96,3,Y,191167998,F,ASY,M95,LI, ,,0.41,,,, ,700,NA,,18.9,4,1,70.5,22.35,52,MAT,3,28.26,68.1,0,15.2,15.2,15.2,0,2.9,15.4,15.4
2109,2010,OVEN,4/10/10,100,3,Y,239168825,M,SY,DNA,URIII, ,,0.41,,,, ,945,NA,,18.1,4,2,74.5,22.03,52,CMT,4,26.39,64.68,0,10.2,25.4,25.4,0,0,14.9,15.4
2106,2010,OVEN,4/10/10,100,3,,183183603,M,ASY,DNA,RD2, ,,0.46,,,, ,715,NA,,20.3,6,3,75,21.79,56.5,CMT,2,29.42,64.51,0,10.2,25.4,25.4,0,0,14.9,15.4
1526,2010,OVEN,2/16/10,47,1,Y,239169001,F,ASY,DNA,LII, ,,0.36,,,, ,913,NA,,19.4,4,2,73,22.4,53.5,NWC,3,24.2,67.82,0,0,0,5.1,0,14,16.2,16.2
1612,2010,OVEN,3/2/10,61,2,Y,239169015,U,SY,PLUM,MM, ,,0.38,,,, ,1100,NA,,18.9,4,1,71,23.14,51,CMT,3,16.41,43.7,0,30.5,30.5,35.6,0,0,0,16.2
1538,2010,OVEN,2/16/10,47,1,,239169002,M,SY,DNA,LII, ,,0.43,,,, ,1250,NA,,21.1,4,1,73,22.69,48,CMT,2,28.02,65.8,0,0,0,5.1,0,14,16.2,16.2
1595,2010,OVEN,2/27/10,58,1,,217106126,M,ASY,DNA,LI, ,,0.44,,,, ,730,NA,,18.7,4,1,75,21.4,55,CMT,5,27.05,61.99,30.5,30.5,30.5,35.6,0,0,14,16.2
1544,2010,OVEN,2/17/10,48,1,,231157061,F,ASY,DNA,LII, ,,0.47,,,, ,720,NA,,18.2,4,2,75,21.1,55,NWC,3,29.65,63.76,0,0,0,5.1,0,14,16.2,16.2
1922,2010,OVEN,3/30/10,89,3,,239168818,M,ASY,M95,LIIR, ,,0.43,,,, ,940,NA,,19.5,3,2,76,21.92,53.5,CMT,3,28.72,66.82,0,0,0,0,0,12.5,12.5,16.5
1923,2010,OVEN,3/30/10,89,3,,231157044,U,ASY,PLUM,LIIR, ,,0.46,,,, ,1010,NA,,21.3,5,2,74,22.22,53.5,CMT,3,28.79,62.73,0,0,0,0,0,12.5,12.5,16.5
857,2009,OVEN,2/13/09,44,1,,231157059,M,SY,DNA,LP, ,,0.43,204.91,14.31,2.31,Y,830,NA,,19.9,3,2,73.5,23.36,52.5,CMT,6,25.95,60.92,7.6,7.6,12.7,20.3,0,0,0,17.7
889,2009,OVEN,2/22/09,53,1,,231157074,F,ASY,DNA,LII, ,,0.44,248.12,15.75,2.39,Y,1020,NA,,18.7,4,2,72.5,22.4,53,CMT,3,30.26,69.4,0,0,7.6,20.3,0,0,0,17.7
868,2009,OVEN,2/16/09,47,1,,231157061,F,AHY,DNA,LII, ,,0.44,364.84,19.1,2.56,Y,815,NA,,20,4,2,74.5,21.1,55,MAT,2,39.63,89.57,0,7.6,12.7,20.3,0,0,0,17.7
869,2009,OVEN,2/16/09,47,1,Y,231157062,F,SY,M90,LII, ,,0.36,,,, ,844,NA,,17.8,2,1,71,21.96,51.5,MAT,6,15.4,43.3,0,7.6,12.7,20.3,0,0,0,17.7
890,2009,OVEN,2/22/09,53,1,Y,231157073,M,AHY,DNA,LII, ,,0.4,,,, ,746,NA,,19.9,,NA,73,23.09,53,CMT,3,27.75,69.53,0,0,7.6,20.3,0,0,0,17.7
851,2009,OVEN,2/12/09,43,1,,174155504,F,ASY,M95,LII, ,,0.43,,,, ,820,NA,,16.6,1,1,71,21.38,53.5,MAT,4,29.02,67.82,0,7.6,12.7,20.3,0,0,0,17.7
850,2009,OVEN,2/12/09,43,1,,231157057,F,SY,M95,LII, ,,0.45,,,, ,715,NA,,16.5,1,2,71,22.03,53.5,MAT,4,22.98,50.82,0,7.6,12.7,20.3,0,0,0,17.7
2034,2010,OVEN,3/12/10,71,2,Y,239169132,U,SY,PLUM,LIIP, ,,0.38,,,, ,645,NA,,18,4,2,71,22.42,51,MTH,3,23.07,60.89,0,0,0,30.5,0,0,4,18
1687,2010,OVEN,3/15/10,74,3,Y,231157002,F,ASY,DNA,LII, ,,0.41,,,, ,705,NA,,17.6,1,1,70.5,22.5,48,MTH,4,12.23,29.66,0,0,0,30.5,0,0,4,18
1689,2010,OVEN,3/15/10,74,3,Y,232191902,F,ASY,DNA,LII, ,,0.41,,,, ,1021,NA,,21.2,4,2,73.5,21.4,55,999,4,28.45,69.37,0,0,0,30.5,0,0,4,18
2035,2010,OVEN,3/12/10,71,2,,231157045,M,ASY,M95,LIIP, ,,0.43,,,, ,719,NA,,19.3,5,2,78,21.36,53,MTH,7,21.78,50.13,0,0,0,30.5,0,0,4,18
1684,2010,OVEN,3/14/10,73,2,,239168801,M,ASY,M95,MM, ,,0.43,,,, ,612,NA,,18.8,4,1,78,21.51,55,MTH,3,27.58,63.49,0,0,0,30.5,0,0,4,18
1686,2010,OVEN,3/14/10,73,2,,239168802,F,SY,M95,MM, ,,0.43,,,, ,800,NA,,15.9,1,0,70,21.68,52.5,MTH,NA,30.06,69.88,0,0,0,30.5,0,0,4,18
2031,2010,OVEN,3/13/10,72,2,,191167944,M,ASY,DNA,PI, ,,0.44,,,, ,713,NA,,18.8,1,1,74.5,22.02,53.5,MTH,5,28.33,64.89,0,0,0,30.5,0,0,4,18
