ROW,YEAR,species,CAPDATE,juldate,PERIOD,missing_data,BAND,sex,age,how_sexed,CAPSITE,ver_hab,USE_HAB,hematocrit,T,T_SQRT,T_Log,USE_T,CAPTIME,StdJulDep,Time2Dep,mass,fat,CAPBM,WING,tarsus,TAIL,BANDER,BLOOD_TIME,HEM,TOTAL,bs1,bs7,bs14,bs30,BR1,BR7,BR14,BR30
1524,2010,AMRE,2/16/10,47,1,,257044426,M,SY,PLUM,LII,L,Y,0.46,309.45,17.59,2.49,Y,640,132,85,6.8,0,1,61.5,17.04,56.5,CMT,3,30.52,66.83,0,0,0,5.1,0,14,16.2,16.2
1563,2010,AMRE,2/19/10,50,1,,241079092,M,ASY,PLUM,MII,M,Y,0.49,325.62,18.05,2.51,Y,700,123,73,7,2,1,62,17.86,55,CMT,3,31.61,64.22,0,0,0,5.1,0,14,16.2,16.2
1513,2010,AMRE,2/15/10,46,1,,257044424,M,ASY,PLUM,MII,M,Y,0.42,326.17,18.06,2.51,Y,930,108,62,6.7,0,1,63,17.58,57,NWC,4,20.41,48.93,0,0,5.1,5.1,14,14,16.2,16.2
1527,2010,AMRE,2/16/10,47,1,,257044427,M,ASY,PLUM,LII,L,Y,0.43,333.99,18.28,2.52,Y,1020,NA,,6.7,0,1,60,17.67,55,CMT,2,29.12,68.06,0,0,0,5.1,0,14,16.2,16.2
1596,2010,AMRE,2/27/10,58,1,,257044444,M,SY,PLUM,LI,L,Y,0.45,357.86,18.92,2.55,Y,730,NA,,6.6,3,2,58,16.59,51,CMT,4,30.54,67.3,30.5,30.5,30.5,35.6,0,0,14,16.2
1609,2010,AMRE,3/2/10,61,2,,257044449,M,ASY,PLUM,MM,E,Y,0.48,370.33,19.24,2.57,Y,1000,NA,,6.8,0,2,63,16.51,56,CMT,2,31.19,65.38,0,30.5,30.5,35.6,0,0,0,16.2
1572,2010,AMRE,2/21/10,52,1,,171042335,M,ASY,PLUM,MII,M,Y,0.47,404.33,20.11,2.61,Y,650,123,71,6.5,0,2,63,17.19,55.5,CMT,3,27.86,59.61,0,0,0,5.1,0,0,14,16.2
1610,2010,AMRE,3/2/10,61,2,,257044450,M,SY,PLUM,MM,M,Y,0.49,427.74,20.68,2.63,Y,1005,NA,,6.8,1,1,59,16.79,54,CMT,3,30.26,61.97,0,30.5,30.5,35.6,0,0,0,16.2
1607,2010,AMRE,3/2/10,61,2,,257044448,M,SY,PLUM,MM,M,Y,0.55,449.92,21.21,2.65,Y,810,NA,,6.9,0,1,62,17.67,56,CMT,4,33.88,61.42,0,30.5,30.5,35.6,0,0,0,16.2
1604,2010,AMRE,3/2/10,61,2,,241079135,M,ASY,PLUM,MM,M,Y,0.44,466.29,21.59,2.67,Y,720,120,59,7,2,2,61,16.74,57,CMT,3,29.55,66.69,0,30.5,30.5,35.6,0,0,0,16.2
1567,2010,AMRE,2/20/10,51,1,,257044437,M,ASY,PLUM,MM,M,Y,0.44,525.72,22.93,2.72,Y,725,NA,,6.6,1,1,61,17.38,56,CMT,3,28.24,64.08,0,0,0,5.1,0,14,16.2,16.2
2170,2010,AMRE,2/20/10,51,1,Y,259082666,M,SY,PLUM,URIV,U,N,,562.19,23.71,2.75,n,735,NA,,6.2,1,1,60,17.39,53,JMW,NA,NA,NA,0,0,0,5.1,0,14,16.2,16.2
1518,2010,AMRE,2/15/10,46,1,,257044361,F,ASY,PLUM,LII,L,Y,0.45,699.19,26.44,2.84,Y,750,NA,,6.9,1,2,59,16.89,53.5,MAT,6,15.9,35.37,0,0,5.1,5.1,14,14,16.2,16.2
1543,2010,AMRE,2/16/10,47,1,,257044363,M,ASY,PLUM,MII,M,Y,0.43,854.16,29.23,2.93,N,1200,126,79,7.1,0,1,62.5,17.24,57,MAT,3,18.49,43.23,0,0,0,5.1,0,14,16.2,16.2
1576,2010,AMRE,2/21/10,52,1,Y,257044440,F,ASY,PLUM,MII,M,Y,0.4,,,, ,1100,NA,,6,2,2,56,16.17,53,CMT,5,22.18,55,0,0,0,5.1,0,0,14,16.2
1522,2010,AMRE,2/15/10,46,1,Y,231031548,F,ASY,PLUM,LII,L,Y,0.42,,,, ,1115,NA,,6.5,1,1,59,17.1,52,MAT,4,26.04,62.22,0,0,5.1,5.1,14,14,16.2,16.2
1530,2010,AMRE,2/16/10,47,1,Y,231031545,F,ASY,PLUM,LII,L,Y,0.43,,,, ,1020,129,82,6.9,2,2,59.5,17.08,55,CMT,5,8.17,19.04,0,0,0,5.1,0,14,16.2,16.2
1515,2010,AMRE,2/15/10,46,1,Y,257044425,F,ASY,PLUM,MII,U,N,0.43,,,, ,1140,NA,,6.7,1,1,59,16.86,57,NWC,NA,12.31,28.49,0,0,5.1,5.1,14,14,16.2,16.2
1546,2010,AMRE,2/17/10,48,1,Y,257044432,F,ASY,PLUM,LII,F,N,0.44,,,, ,900,NA,,6.7,2,1,58.5,16.84,56,CMT,3,23.59,53.25,0,0,0,5.1,0,14,16.2,16.2
1534,2010,AMRE,2/16/10,47,1,Y,257044431,F,SY,PLUM,LII,U,N,0.45,,,, ,1050,NA,,6.5,,NA,57.5,16.44,54,CMT,3,18.2,40.45,0,0,0,5.1,0,14,16.2,16.2
1525,2010,AMRE,2/16/10,47,1,Y,255040186,F,ASY,PLUM,LII,L,Y,0.46,,,, ,945,123,76,6.7,0,1,58,18.76,53,NWC,3,28.99,63.42,0,0,0,5.1,0,14,16.2,16.2
1529,2010,AMRE,2/16/10,47,1,Y,257044428,F,ASY?,PLUM,LII,L,Y,0.46,,,, ,1020,NA,,6.3,0,1,58,16.93,53,?,5,28.2,61.49,0,0,0,5.1,0,14,16.2,16.2
1514,2010,AMRE,2/15/10,46,1,Y,255039432,F,ASY,PLUM,MII,M,Y,0.46,,,, ,1140,126,80,6.6,2,1,57.5,17.3,53,NWC,4,30.21,66.1,0,0,5.1,5.1,14,14,16.2,16.2
1503,2010,AMRE,2/14/10,45,1,Y,257044422,F,SY,PLUM,MM,M,Y,0.46,,,, ,750,NA,,6.5,1,1,58,16.71,55,NWC,4,14.49,31.68,0,0,5.1,5.1,0,14,16.2,16.2
1512,2010,AMRE,2/15/10,46,1,Y,257044423,F,SY,PLUM,MII,M,Y,0.46,,,, ,900,NA,,6.1,0,1,57,16.82,55,NWC,5,22.11,47.73,0,0,5.1,5.1,14,14,16.2,16.2
1562,2010,AMRE,2/19/10,50,1,Y,257044436,F,SY,PLUM,MII,M,Y,0.46,,,, ,650,114,64,6.5,0,1,57.5,17.28,52,CMT,2,27.19,58.69,0,0,0,5.1,0,14,16.2,16.2
1594,2010,AMRE,2/27/10,58,1,Y,257044443,F,SY,PLUM,LI,L,Y,0.47,,,, ,700,NA,,6.4,2,1,58,16.36,57,CMT,2,30.94,65.48,30.5,30.5,30.5,35.6,0,0,14,16.2
1597,2010,AMRE,2/27/10,58,1,Y,257044445,F,SY,PLUM,LI,L,Y,0.47,,,, ,800,NA,,6.2,2,1,56.5,16.37,53,CMT,5,30.71,65.75,30.5,30.5,30.5,35.6,0,0,14,16.2
1920,2010,AMRE,3/30/10,89,3,,257044508,M,SY,PLUM,LIIR,L,Y,0.44,330.77,18.19,2.52,Y,630,129,40,7,0,1,60.5,17.06,58.5,CMT,3,27.85,63.03,0,0,0,0,0,12.5,12.5,16.5
1914,2010,AMRE,3/30/10,89,3,,255039401,M,ASY,PLUM,MM,M,Y,0.4,384.83,19.62,2.59,Y,1015,114,25,7.3,2,2,62,17.48,55,NWC,3,21.71,54.71,0,0,0,0,0,12.5,12.5,16.5
1912,2010,AMRE,3/30/10,89,3,,241079144,M,ASY,PLUM,MII,M,Y,0.45,555.38,23.57,2.74,Y,850,NA,,6.7,1,2,61.5,15.9,56,NWC,3,27.79,61.84,0,0,0,0,0,12.5,12.5,16.5
175,2009,AMRE,2/22/09,53,1,,255039403,M,SY,PLUM,MM,M,Y,0.45,10.1,3.18,1,N,820,NA,,7,0,1,59,17.3,56,MAT,2,30.72,67.54,0,0,7.6,20.3,0,0,0,17.7
268,2009,AMRE,2/22/09,53,1,,255039321,F,SY,PLUM,LII,U,N,0.43,121.59,11.03,2.08,Y,1148,NA,,6.6,1,2,57,16.66,51,CMT,8,28.2,65.68,0,0,7.6,20.3,0,0,0,17.7
67,2009,AMRE,2/22/09,53,1,,255039401,M,SY,PLUM,MM,M,Y,0.44,129.43,11.38,2.11,Y,725,126,73,7.1,0,1,61.5,17.33,57,MAT,3,30.95,69.59,0,0,7.6,20.3,0,0,0,17.7
235,2009,AMRE,2/13/09,44,1,,255040174,F,SY,PLUM,LII,L,Y,0.43,144.41,12.02,2.16,Y,1044,132,88,6.2,0,1,55.5,16.59,54,MAT,6,29.36,67.66,7.6,7.6,12.7,20.3,0,0,0,17.7
89,2009,AMRE,2/13/09,44,1,,253012280,F,ASY,PLUM,LII,U,N,0.39,152.38,12.34,2.18,Y,1044,NA,,6.9,2,1,59,16.83,55.5,MAT,3,23.03,59.1,7.6,7.6,12.7,20.3,0,0,0,17.7
40,2009,AMRE,2/12/09,43,1,,253012234,F,ASY,PLUM,LII,L,Y,0.44,178.13,13.35,2.25,Y,1033,NA,,7.2,2,1,62,16.38,55,CMT,3,25.78,58.23,0,7.6,12.7,20.3,0,0,0,17.7
191,2009,AMRE,2/12/09,43,1,,255040166,M,SY,PLUM,LII,L,Y,0.43,182.6,13.51,2.26,Y,811,129,86,7.2,0,1,60,16.87,56,CMT,2,29.56,68.57,0,7.6,12.7,20.3,0,0,0,17.7
153,2009,AMRE,2/13/09,44,1,,255040178,F,SY,PLUM,LII,U,N,0.48,192.48,13.87,2.28,Y,1354,NA,,6.4,0,1,58,16.47,54,MAT,5,32.88,68.72,7.6,7.6,12.7,20.3,0,0,0,17.7
188,2009,AMRE,2/23/09,54,1,,255039406,F,SY,PLUM,MM,M,Y,0.46,196.67,14.02,2.29,Y,820,132,78,6.6,0,1,56.5,15.92,55,MAT,4,27.76,60.71,0,0,7.6,20.3,0,0,0,17.7
66,2009,AMRE,2/11/09,42,1,,255040165,F,999,PLUM,LI,U,N,0.45,205.68,14.34,2.31,Y,1245,NA,,6.7,2,2,58.5,16.34,56.5,MAT,5,27.77,61.3,0,0,5.1,12.7,0,0,0,17.7
46,2009,AMRE,2/16/09,47,1,,253012316,F,ASY,PLUM,LII,F,N,0.43,210.28,14.5,2.32,Y,1300,NA,,6.7,2,1,60,16.56,56,MAT,6,28.44,65.57,0,7.6,12.7,20.3,0,0,0,17.7
55,2009,AMRE,2/22/09,53,1,,255039405,F,ASY,PLUM,MM,M,Y,0.44,217.7,14.75,2.34,Y,1015,129,76,6.9,1,1,60,17.02,55.5,MAT,2,30.42,68.38,0,0,7.6,20.3,0,0,0,17.7
31,2009,AMRE,2/15/09,46,1,,255040179,F,ASY,PLUM,MM,U,N,0.43,236.5,15.38,2.37,Y,730,NA,,6.7,1,1,59.5,17.26,57.5,CMT,2,28.81,66.57,0,7.6,12.7,20.3,0,0,0,17.7
92,2009,AMRE,2/15/09,46,1,,255040180,M,ASY,PLUM,MM,E,Y,0.46,236.76,15.39,2.37,Y,800,114,68,6.9,0,1,62,17.21,55,CMT,4,23.68,51.77,0,7.6,12.7,20.3,0,0,0,17.7
154,2009,AMRE,2/12/09,43,1,,255040168,F,SY,PLUM,LII,L,Y,0.49,240.06,15.49,2.38,Y,900,NA,,6.4,1,1,57,16.97,55,MAT,3,31.95,65.17,0,7.6,12.7,20.3,0,0,0,17.7
279,2009,AMRE,2/11/09,42,1,,255040163,F,ASY,PLUM,LI,L,Y,0.42,258.07,16.06,2.41,Y,1205,126,84,6.3,2,1,56,17.16,50,MAT,5,29.42,69.59,0,0,5.1,12.7,0,0,0,17.7
132,2009,AMRE,2/12/09,43,1,,255040167,F,ASY,PLUM,LII,L,Y,0.44,280.67,16.75,2.45,Y,850,129,86,6.4,1,2,58,16.38,54.5,MAT,3,30.37,69.03,0,7.6,12.7,20.3,0,0,0,17.7
220,2009,AMRE,2/14/09,45,1,,241079129,M,ASY,PLUM,MII,E,Y,0.46,285.68,16.9,2.46,Y,1050,NA,,7.4,2,2,63,17.17,58,CMT,3,31.45,68.06,0,7.6,12.7,20.3,0,0,0,17.7
131,2009,AMRE,2/23/09,54,1,,255040200,M,ASY,PLUM,LIAT,E,Y,0.45,294.85,17.17,2.47,Y,1106,NA,,7.5,2,2,62,17.43,55.5,CMT,1,29.98,66.3,0,0,7.6,20.3,0,0,0,17.7
113,2009,AMRE,2/16/09,47,1,,255040187,M,SY,PLUM,LII,L,Y,0.42,301.36,17.36,2.48,Y,1150,135,88,6.6,0,1,59,17.21,56.5,MAT,2,29.29,69.87,0,7.6,12.7,20.3,0,0,0,17.7
223,2009,AMRE,2/13/09,44,1,,255040175,M,ASY,PLUM,LP,E,N,0.44,318.35,17.84,2.5,Y,1104,NA,,7.3,0,1,60,16.36,56,CMT,3,30.56,69.99,7.6,7.6,12.7,20.3,0,0,0,17.7
230,2009,AMRE,2/15/09,46,1,,255040181,F,SY,PLUM,MM,U,N,0.44,321.92,17.94,2.51,Y,925,NA,,6.6,0,1,56.5,17.7,53.5,CMT,2,29.78,67.62,0,7.6,12.7,20.3,0,0,0,17.7
187,2009,AMRE,2/19/09,50,1,,255040191,F,SY,PLUM,MII,U,N,0.46,336.75,18.35,2.53,Y,1125,NA,,6.2,0,1,56.5,16.49,54.5,MAT,3,21.34,46.34,0,0,7.6,20.3,0,0,0,17.7
87,2009,AMRE,2/16/09,47,1,,255040188,F,ASY,PLUM,LII,L,Y,0.45,338.95,18.41,2.53,Y,1250,NA,,6.4,2,2,58,16.83,56,MAT,4,27.51,61.11,0,7.6,12.7,20.3,0,0,0,17.7
285,2009,AMRE,2/13/09,44,1,,255040172,F,SY,PLUM,LII,U,N,0.49,354.3,18.82,2.55,Y,1005,NA,,6.3,0,1,56.5,16.16,,MAT,4,33,67.43,7.6,7.6,12.7,20.3,0,0,0,17.7
64,2009,AMRE,2/22/09,53,1,,255039404,M,SY,PLUM,MM,M,Y,0.43,386.01,19.65,2.59,Y,945,129,76,6.8,0,1,61,17.07,57,MAT,2,29.91,68.81,0,0,7.6,20.3,0,0,0,17.7
26,2009,AMRE,2/16/09,47,1,,255040183,F,ASY,PLUM,LII,L,Y,0.44,433.03,20.81,2.64,Y,825,132,85,6.9,0,2,61,17.26,57,MAT,3,30.63,69.25,0,7.6,12.7,20.3,0,0,0,17.7
164,2009,AMRE,2/22/09,53,1,,255039402,M,SY,PLUM,MM,M,Y,0.46,486.97,22.07,2.69,Y,735,138,85,6.5,0,1,59,16.98,55,MAT,3,31.61,69.38,0,0,7.6,20.3,0,0,0,17.7
142,2009,AMRE,2/15/09,46,1,,253012238,M,ASY,PLUM,MM,M,Y,0.46,519.9,22.8,2.72,Y,825,126,80,6.6,0,1,61,16.79,54,CMT,3,32.03,69.92,0,7.6,12.7,20.3,0,0,0,17.7
249,2009,AMRE,2/19/09,50,1,,255040192,F,ASY,PLUM,MII,U,N,0.48,530.06,23.02,2.72,Y,1125,NA,,7.1,0,1,58,16.01,52,CMT,8,27.21,56.6,0,0,7.6,20.3,0,0,0,17.7
32,2009,AMRE,2/23/09,54,1,,255040199,M,ASY,PLUM,LIAT,E,Y,0.47,601.56,24.53,2.78,Y,838,NA,,6.6,0,1,64,16.76,55.5,CMT,2,30.86,66.12,0,0,7.6,20.3,0,0,0,17.7
115,2009,AMRE,2/12/09,43,1,,255040169,M,SY,PLUM,LII,L,Y,0.49,602.4,24.54,2.78,Y,1130,126,83,6.9,0,2,61.5,17.07,55,CMT,5,30.81,62.61,0,7.6,12.7,20.3,0,0,0,17.7
97,2009,AMRE,2/22/09,53,1,,255040196,F,ASY,PLUM,LII,L,Y,0.45,619.21,24.88,2.79,Y,840,NA,,6.8,2,2,59,16.72,55,CMT,1,29.09,64.47,0,0,7.6,20.3,0,0,0,17.7
269,2009,AMRE,2/11/09,42,1,,255040162,F,ASY,PLUM,LI,L,Y,0.48,668.51,25.86,2.83,Y,1120,117,75,6.6,2,1,56,16.11,52,CMT,4,32.57,67.76,0,0,5.1,12.7,0,0,0,17.7
184,2009,AMRE,2/18/09,49,1,,255040189,M,SY,PLUM,MII,M,Y,0.47,711.25,26.67,2.85,Y,745,132,83,6.5,0,1,58.5,16.97,55,MAT,7,10.07,21.57,0,7.6,7.6,20.3,0,0,0,17.7
145,2009,AMRE,2/16/09,47,1,Y,255040186,F,ASY,PLUM,LII,L,Y,,736.54,27.14,2.87,Y,1125,129,82,6.7,0,1,58.5,17.68,54,MAT,3,NA,NA,0,7.6,12.7,20.3,0,0,0,17.7
248,2009,AMRE,2/12/09,43,1,,255040170,M,SY,PLUM,LII,U,N,0.43,736.86,27.15,2.87,Y,1225,NA,,6.8,2,1,57.5,16.93,55,MAT,3,29.25,68.68,0,7.6,12.7,20.3,0,0,0,17.7
216,2009,AMRE,2/19/09,50,1,,255040195,F,SY,PLUM,MII,U,N,0.49,933.45,30.55,2.97,Y,1255,NA,,6.6,1,1,55.5,16.84,55,MAT,7,15.64,32.17,0,0,7.6,20.3,0,0,0,17.7
129,2009,AMRE,2/16/09,47,1,,255040182,F,SY,PLUM,LII,L,Y,0.51,1099.85,33.16,3.04,Y,800,120,73,6.3,0,1,57,16.48,55.5,MAT,7,9.42,18.44,0,7.6,12.7,20.3,0,0,0,17.7
81,2009,AMRE,2/13/09,44,1,,255040173,F,ASY,PLUM,LII,L,Y,0.38,1601.19,40.01,3.2,Y,1030,NA,,7,2,2,58,16.84,57,MAT,25,9.93,26.01,7.6,7.6,12.7,20.3,0,0,0,17.7
844,2009,AMRE,2/11/09,42,1,Y,215063205,M,ASY,PLUM,MI,M,Y,0.48,,,, ,712,NA,,7,0,2,61.5,17.48,53.5,CMT,NA,29.17,60.74,0,0,5.1,12.7,0,0,0,17.7
1674,2010,AMRE,3/13/10,72,2,,255039507,M,ASY,PLUM,MII,M,Y,0.44,257.1,16.03,2.41,Y,1300,117,45,7.1,2,1,62,16.78,56,CMT,4,26.29,59.91,0,0,0,30.5,0,0,4,18
1676,2010,AMRE,3/14/10,73,2,,255040135,M,ASY,PLUM,MM,M,Y,0.42,261.32,16.17,2.42,Y,645,120,47,6.7,0,1,61.5,17.32,56.5,MAT,2,28.35,67.47,0,0,0,30.5,0,0,4,18
1692,2010,AMRE,3/15/10,74,3,,253012318,M,ASY,PLUM,MII,E,Y,0.44,263.05,16.22,2.42,Y,710,123,49,6.7,3,1,61.5,17.15,56,CMT,4,27.58,62.95,0,0,0,30.5,0,0,4,18
1660,2010,AMRE,3/10/10,69,2,,257044460,M,ASY,PLUM,MI,M,Y,0.44,286.43,16.92,2.46,Y,1030,114,45,6.3,2,1,61.5,17.38,55,CMT,4,27.11,62.32,0,0,30.5,30.5,0,0,4,18
1697,2010,AMRE,3/15/10,74,3,,257044466,M,SY,PLUM,LII,E,Y,0.45,312.98,17.69,2.5,Y,1030,135,61,6.4,2,1,59,16.53,53,CMT,4,30.75,67.92,0,0,0,30.5,0,0,4,18
1691,2010,AMRE,3/15/10,74,3,,253012002,M,ASY,PLUM,LII,L,Y,0.48,329.93,18.16,2.52,Y,1144,NA,,6.3,3,1,60.5,16.71,54,DLN,5,30.4,63.39,0,0,0,30.5,0,0,4,18
1675,2010,AMRE,3/13/10,72,2,,241079162,M,ASY,PLUM,MII,M,Y,0.45,336.23,18.34,2.53,Y,1340,NA,,6.6,2,1,61.5,17.2,55,CMT,2,29.17,65.42,0,0,0,30.5,0,0,4,18
1695,2010,AMRE,3/15/10,74,3,,241079169,M,ASY,PLUM,LII,L,Y,0.46,337.13,18.36,2.53,Y,1000,NA,,6.4,1,1,59,15.97,53.5,CMT,2,26.64,58.2,0,0,0,30.5,0,0,4,18
1679,2010,AMRE,3/14/10,73,2,,253012337,M,ASY,PLUM,MM,M,Y,0.44,350.23,18.71,2.54,Y,810,NA,,7,0,1,59,16.93,55,MAT,3,30.91,70.6,0,0,0,30.5,0,0,4,18
1673,2010,AMRE,3/13/10,72,2,,255039407,M,ASY,PLUM,MII,M,Y,0.42,353.63,18.81,2.55,Y,1300,NA,,6.1,2,0,60.5,16.82,55,CMT,2,27.32,65.07,0,0,0,30.5,0,0,4,18
2187,2010,AMRE,3/14/10,73,2,Y,259082664,M,SY,PLUM,URIV,U,N,,394.38,19.86,2.6,y,900,NA,,6.4,1,1,61,17.52,57,CSR,NA,NA,NA,0,0,0,30.5,0,0,4,18
1659,2010,AMRE,3/10/10,69,2,,255039553,M,ASY,PLUM,MI,M,Y,0.44,457.24,21.38,2.66,Y,935,117,48,6.9,1,1,65,17.08,57.5,CMT,4,27.17,61.42,0,0,30.5,30.5,0,0,4,18
1671,2010,AMRE,3/13/10,72,2,Y,257044464,M,SY,PLUM,MII,U,N,0.46,473.09,21.75,2.67,Y,930,NA,,6.1,,NA,58,17.81,53,CMT,4,28.52,62.42,0,0,0,30.5,0,0,4,18
2179,2010,AMRE,3/12/10,71,2,Y,259082671,M,SY,PLUM,URI,U,N,,497.61,22.31,2.7,n,825,NA,,6,1,1,57,15.65,51,CSR,NA,NA,NA,0,0,0,30.5,0,0,4,18
2178,2010,AMRE,3/12/10,71,2,Y,259082661,M,SY,PLUM,URI,U,N,,681.42,26.1,2.83,n,745,NA,,6,1,1,58,16.69,52,JMW,NA,NA,NA,0,0,0,30.5,0,0,4,18
2043,2010,AMRE,3/15/10,74,3,Y,257044457,M,ASY,PLUM,LII,L,Y,0.41,,,, ,1750,NA,,7.2,2,1,62,17.91,54.5,DLN,8,7.5,18.43,0,0,0,30.5,0,0,4,18
1680,2010,AMRE,3/14/10,73,2,Y,255039412,F,ASY,PLUM,MM,M,Y,0.44,,,, ,830,NA,,6.8,1,2,59,15.65,56.5,MAT,3,19.91,44.84,0,0,0,30.5,0,0,4,18
1681,2010,AMRE,3/14/10,73,2,Y,257044343,F,ASY,PLUM,MM,M,Y,0.45,,,, ,940,NA,,7,1,2,57,16.28,55,MAT,4,23.79,53.22,0,0,0,30.5,0,0,4,18
1690,2010,AMRE,3/15/10,74,3,Y,231031553,F,?,PLUM,LII,L,Y,0.46,,,, ,1021,129,55,6.7,3,1,59.5,16.62,57,DLN,4,10.37,22.51,0,0,0,30.5,0,0,4,18
1694,2010,AMRE,3/15/10,74,3,Y,257044465,F,SY,PLUM,LII,L,Y,0.46,,,, ,945,NA,,6.2,2,1,56,16.43,53,CMT,5,27.93,60.59,0,0,0,30.5,0,0,4,18
2012,2010,AMRE,4/16/10,106,3,Y,255040174,F,ASY,PLUM,LII,L,Y,0.45,,,, ,915,126,20,5.9,1,1,55,16.56,48,MAT,5,22.16,49.41,45.7,68.6,78.8,94,0.5,3,3,18.4
167,2009,AMRE,2/10/09,41,1,,255040159,M,SY,PLUM,MI,M,Y,0.46,241.73,15.55,2.38,Y,908,129,88,6.6,0,1,59,16.83,55.5,MAT,2,30.66,66.98,0,0,5.1,12.7,0,0,0,19.2
202,2009,AMRE,2/10/09,41,1,,255040157,F,ASY,PLUM,MI,M,Y,0.52,241.92,15.55,2.38,Y,730,NA,,6.5,0,1,58,16.17,53,MAT,2,35.19,67.93,0,0,5.1,12.7,0,0,0,19.2
59,2009,AMRE,2/9/09,40,1,,255040156,M,SY,PLUM,MI,M,Y,0.47,449.26,21.2,2.65,Y,1135,NA,,7.2,0,1,60.5,17.81,58,MAT,4,31.76,67.41,0,5.1,5.1,12.7,0,0,0,19.2
118,2009,AMRE,2/10/09,41,1,,255040160,M,SY,PLUM,MI,U,N,0.46,571.67,23.91,2.76,Y,948,NA,,7.5,1,1,61.5,17.18,57,CMT,1,29.92,65.44,0,0,5.1,12.7,0,0,0,19.2
221,2009,AMRE,2/9/09,40,1,,255040155,F,SY,PLUM,MI,M,Y,0.44,862.17,29.36,2.94,Y,810,NA,,6.3,0,1,56,16.53,54,MAT,4,25.89,58.18,0,5.1,5.1,12.7,0,0,0,19.2
1925,2010,AMRE,3/31/10,90,3,,257044406,M,ASY,PLUM,MII,M,Y,0.43,351.93,18.76,2.55,Y,1100,126,36,7.2,2,1,62,17.67,56.5,MAT,3,29.7,69.08,0,7.6,7.6,7.6,12,15.4,15.4,19.4
1934,2010,AMRE,4/1/10,91,3,,257044477,M,ASY,PLUM,MI,M,Y,0.38,359.78,18.97,2.56,Y,1035,NA,,6.7,2,2,63,16.9,58,NWC,3,24.76,64.68,7.6,15.2,15.2,15.2,2.9,15.4,15.4,19.4
1926,2010,AMRE,3/31/10,90,3,,255040207,M,ASY,PLUM,LIIR,L,Y,0.43,390.78,19.77,2.59,Y,755,NA,,6.7,2,1,62.5,17.06,57,CMT,2,27.45,64.28,0,7.6,7.6,7.6,12,15.4,15.4,19.4
1939,2010,AMRE,4/1/10,91,3,,257044509,M,SY,PLUM,LII,U,N,0.46,499.74,22.35,2.7,Y,620,NA,,6.2,2,1,58,16.98,51,CMT,4,21.82,47.57,7.6,15.2,15.2,15.2,2.9,15.4,15.4,19.4
1927,2010,AMRE,3/31/10,90,3,,255040151,M,ASY,PLUM,PI,L,Y,0.46,624.19,24.98,2.8,Y,820,123,33,7.1,2,2,63,16.5,59,CMT,1,28.28,62.05,0,7.6,7.6,7.6,12,15.4,15.4,19.4
1945,2010,AMRE,4/1/10,91,3,,255040147,M,ASY,PLUM,LII,L,Y,0.49,752.84,27.44,2.88,Y,1000,123,32,7.6,3,1,62,16.75,55,CMT,4,21.57,44.33,7.6,15.2,15.2,15.2,2.9,15.4,15.4,19.4
1918,2010,AMRE,3/31/10,90,3,Y,257044475,F,ASY,PLUM,MM,M,Y,0.41,,,, ,740,NA,,6.1,0,2,58.5,15.99,55,NWC,NA,11.64,28.67,0,7.6,7.6,7.6,12,15.4,15.4,19.4
1932,2010,AMRE,4/1/10,91,3,Y,257044476,F,ASY,PLUM,MI,U,N,0.43,,,, ,830,NA,,6.3,1,2,59,16.21,56,NWC,3,25.11,58.52,7.6,15.2,15.2,15.2,2.9,15.4,15.4,19.4
1919,2010,AMRE,3/31/10,90,3,Y,257044452,F,ASY,PLUM,MM,M,Y,0.44,,,, ,1230,102,12,7.1,3,2,59,17.28,55,NWC,3,16.21,37.14,0,7.6,7.6,7.6,12,15.4,15.4,19.4
1935,2010,AMRE,4/1/10,91,3,Y,257044379,F,SY,PLUM,MII,U,N,0.5,,,, ,800,NA,,5.8,1,1,56,15.61,54.5,MAT,3,33.6,67.78,7.6,15.2,15.2,15.2,2.9,15.4,15.4,19.4
1641,2010,AMRE,3/8/10,67,2,,257044457,M,ASY,PLUM,LII,L,Y,0.43,278.72,16.69,2.45,Y,730,NA,,6.6,0,1,62,17.91,54.5,CMT,3,28.38,65.75,0,0,30.5,30.5,0,4,4,20.2
1621,2010,AMRE,3/4/10,63,2,,257044453,M,SY,PLUM,MM,E,Y,0.46,279.19,16.71,2.45,Y,1000,NA,,6,2,1,58,15.66,55,CMT,5,24.07,52.51,0,30.5,30.5,30.5,4,4,4,20.2
1626,2010,AMRE,3/5/10,64,2,,253012008,M,ASY,PLUM,LII,E,Y,0.41,534.91,23.13,2.73,Y,830,NA,,5.9,0,1,61,17.55,56,CMT,6,16.98,41.25,0,0,30.5,30.5,0,4,4,20.2
1650,2010,AMRE,3/8/10,67,2,,255039565,M,ASY,PLUM,LII,L,Y,0.47,630.74,25.11,2.8,Y,1130,NA,,6.6,0,1,61,16.81,55.5,CMT,4,25.96,55.14,0,0,30.5,30.5,0,4,4,20.2
1642,2010,AMRE,3/8/10,67,2,Y,257044458,F,SY,PLUM,LII,U,N,0.43,,,, ,730,NA,,6,0,1,57,16.74,52,CMT,5,19.48,44.8,0,0,30.5,30.5,0,4,4,20.2
